"2024-04-10","16:35:47","34","21","933","684","54","0"
"2024-04-10","16:35:59","34","21","933","683","53","0"
"2024-04-10","16:36:11","34","21","933","683","56","0"
"2024-04-10","16:36:23","34","21","933","683","55","0"
"2024-04-10","16:39:22","34","21","933","683","58","0"
"2024-04-10","16:39:34","34","22","933","682","59","0"
"2024-04-10","16:39:45","34","22","933","683","60","0"
"2024-04-10","16:39:57","34","22","933","683","55","0"
"2024-04-10","16:40:09","34","21","933","682","59","0"
"2024-04-10","16:40:21","34","21","933","683","56","0"
"2024-04-10","16:40:33","34","22","933","682","59","0"
"2024-04-10","16:40:45","34","22","933","683","48","0"
"2024-04-10","16:40:57","34","22","933","683","59","0"
"2024-04-10","16:41:09","34","22","933","683","49","0"
"2024-04-10","16:41:21","34","22","933","683","53","0"
"2024-04-10","16:41:33","34","22","933","682","50","0"
"2024-04-10","16:41:44","34","22","933","682","46","0"
"2024-04-10","16:41:56","34","22","933","683","43","0"
"2024-04-10","16:42:08","34","22","933","683","56","0"
"2024-04-10","16:42:20","34","21","933","683","53","0"
"2024-04-10","16:42:32","34","21","933","683","53","0"
"2024-04-10","16:42:44","34","21","933","682","47","0"
"2024-04-10","16:42:56","34","21","933","683","57","0"
"2024-04-10","16:43:08","34","21","933","683","58","0"
"2024-04-10","16:43:20","34","21","933","683","47","0"
"2024-04-10","16:43:32","34","21","933","683","53","0"
"2024-04-10","16:43:44","34","21","933","683","62","0"
"2024-04-10","16:43:55","34","21","933","683","63","0"
"2024-04-10","16:44:07","34","21","933","683","62","0"
"2024-04-10","16:44:19","34","21","933","683","49","0"
"2024-04-10","16:44:31","34","21","933","683","51","0"
"2024-04-10","16:44:43","34","21","933","683","54","0"
"2024-04-10","16:44:55","34","21","933","683","54","0"
"2024-04-10","16:45:07","34","21","933","684","54","0"
"2024-04-10","16:45:19","34","21","933","683","51","0"
"2024-04-10","16:45:31","34","21","933","683","53","0"
"2024-04-10","16:45:43","34","21","933","683","55","0"
"2024-04-10","16:45:54","34","21","933","684","54","0"
"2024-04-10","16:46:06","34","20","933","683","58","0"
"2024-04-10","16:46:18","34","21","933","683","58","0"
"2024-04-10","16:46:30","34","21","933","684","56","0"
"2024-04-10","16:46:42","34","21","933","684","54","0"
"2024-04-10","16:46:54","34","21","933","684","56","0"
"2024-04-10","16:47:18","34","21","933","684","35","0"
"2024-04-10","16:47:30","34","21","933","683","57","0"
"2024-04-10","16:47:54","34","21","933","683","47","0"
"2024-04-10","16:48:05","34","21","933","683","56","0"
"2024-04-10","16:48:17","34","21","933","683","54","0"
"2024-04-10","16:48:41","34","21","933","683","65","0"
"2024-04-10","16:48:53","34","21","933","683","64","0"
"2024-04-10","16:49:05","34","21","933","683","63","0"
"2024-04-10","16:49:17","34","21","933","683","63","0"
"2024-04-10","16:49:29","34","21","933","683","65","0"
"2024-04-10","16:49:41","34","21","933","683","56","0"
"2024-04-10","16:49:53","34","21","933","684","55","0"
"2024-04-10","16:50:04","33","21","933","684","16","0"
"2024-04-10","16:50:11","33","22","933","683","22","0"
"2024-04-10","16:50:16","33","22","933","684","56","0"
"2024-04-10","16:51:18","34","22","933","683","359","0"
"2024-04-10","16:51:30","34","21","933","684","370","0"
"2024-04-10","16:51:42","34","21","933","684","371","0"
"2024-04-10","16:51:54","34","21","933","684","371","0"
"2024-04-10","16:52:06","34","21","933","684","370","0"
"2024-04-10","16:52:18","34","21","933","684","370","0"
"2024-04-10","16:52:30","34","21","933","684","368","0"
"2024-04-10","16:52:42","34","21","933","685","370","0"
"2024-04-10","16:52:54","34","21","933","684","369","0"
"2024-04-10","16:53:05","34","22","933","684","368","0"
"2024-04-10","16:53:17","34","22","933","684","368","0"
"2024-04-10","16:53:29","34","21","933","684","367","0"
"2024-04-10","16:53:41","34","21","933","684","366","0"
"2024-04-10","16:53:53","34","22","933","684","367","0"
"2024-04-10","16:54:05","34","22","933","684","367","0"
"2024-04-10","16:54:17","34","22","933","684","364","0"
"2024-04-10","16:54:29","34","22","933","684","365","0"
"2024-04-10","16:54:41","34","22","933","684","364","0"
"2024-04-10","16:54:53","34","22","933","684","364","0"
"2024-04-10","16:55:04","34","21","933","685","365","0"
"2024-04-10","16:55:16","34","21","933","685","364","0"
"2024-04-10","16:55:28","34","21","933","685","363","0"
"2024-04-10","16:55:40","34","21","933","685","363","0"
"2024-04-10","16:55:52","34","21","933","684","369","0"
"2024-04-10","16:56:04","34","21","933","685","364","0"
"2024-04-10","16:56:16","34","21","933","685","361","0"
"2024-04-10","16:56:28","34","21","933","685","362","0"
"2024-04-10","16:56:40","34","21","933","685","361","0"
"2024-04-10","16:56:52","34","21","933","685","360","0"
"2024-04-10","16:57:04","34","21","933","685","360","0"
"2024-04-10","16:57:15","34","21","933","685","359","0"
"2024-04-10","16:57:27","34","21","933","685","358","0"
"2024-04-10","16:57:39","34","21","933","685","362","0"
"2024-04-10","16:57:51","34","21","933","685","359","0"
"2024-04-10","16:58:03","34","20","933","685","362","0"
"2024-04-10","16:58:15","34","20","933","685","358","0"
"2024-04-10","16:58:27","34","20","933","685","358","0"
"2024-04-10","16:58:39","34","21","933","685","344","0"
"2024-04-10","16:58:51","34","21","933","685","355","0"
"2024-04-10","16:59:03","34","20","933","685","359","0"
"2024-04-10","16:59:14","34","20","933","685","360","0"
"2024-04-10","16:59:26","34","20","933","685","365","0"
"2024-04-10","16:59:38","34","20","933","685","360","0"
"2024-04-10","16:59:50","34","20","933","685","358","0"
"2024-04-10","17:00:02","34","20","933","684","357","0"
"2024-04-10","17:00:14","34","20","933","685","359","0"
"2024-04-10","17:00:26","34","21","933","685","359","0"
"2024-04-10","17:00:38","34","21","933","684","360","0"
"2024-04-10","17:00:50","34","21","933","685","355","0"
"2024-04-10","17:01:02","34","20","933","684","365","0"
"2024-04-10","17:01:14","34","21","933","685","360","0"
"2024-04-10","17:01:25","34","21","933","685","360","0"
"2024-04-10","17:01:37","34","20","933","685","361","0"
"2024-04-10","17:01:49","34","20","933","685","358","0"
"2024-04-10","17:02:01","34","20","933","684","355","0"
"2024-04-10","17:02:13","34","20","933","685","356","0"
"2024-04-10","17:02:25","34","20","933","685","350","0"
"2024-04-10","17:02:37","34","20","933","685","351","0"
"2024-04-10","17:02:49","34","20","933","685","360","0"
"2024-04-10","17:03:01","34","20","933","685","349","0"
"2024-04-10","17:03:13","34","20","933","685","347","0"
"2024-04-10","17:03:25","34","20","933","685","349","0"
"2024-04-10","17:03:36","34","20","933","685","365","0"
"2024-04-10","17:03:48","34","20","933","685","355","0"
"2024-04-10","17:04:00","34","20","933","685","343","0"
"2024-04-10","17:04:12","34","20","933","685","344","0"
"2024-04-10","17:04:24","34","20","933","685","341","0"
"2024-04-10","17:04:36","34","20","933","685","342","0"
"2024-04-10","17:04:48","34","20","933","685","341","0"
"2024-04-10","17:05:00","34","20","933","685","323","0"
"2024-04-10","17:05:12","34","20","933","685","339","0"
"2024-04-10","17:06:47","34","21","933","684","330","0"
"2024-04-10","17:13:20","34","21","933","684","330","0"
"2024-04-10","17:13:32","34","21","933","684","341","0"
"2024-04-10","17:13:44","34","21","933","685","342","0"
"2024-04-10","17:13:56","34","21","933","685","333","0"
"2024-04-10","17:14:07","34","21","933","685","339","0"
"2024-04-10","17:14:19","34","21","933","685","330","0"
"2024-04-10","17:14:31","34","21","933","685","47","0"
"2024-04-10","17:14:43","34","24","933","684","323","0"
"2024-04-10","17:14:55","34","22","933","685","350","0"
"2024-04-10","17:15:07","34","22","933","685","344","0"
"2024-04-10","17:15:19","34","21","933","685","341","0"
"2024-04-10","17:15:31","34","21","933","685","339","0"
"2024-04-10","17:15:43","34","21","933","685","341","0"
"2024-04-10","17:15:55","34","21","933","684","339","0"
"2024-04-10","17:16:06","34","21","933","685","326","0"
"2024-04-10","17:16:18","34","21","933","685","263","0"
"2024-04-10","17:16:30","34","21","933","685","268","0"
"2024-04-10","17:16:42","34","21","933","685","274","0"
"2024-04-10","17:16:54","34","21","933","685","260","0"
"2024-04-10","17:17:06","34","23","933","685","140","0"
"2024-04-10","17:17:18","34","22","933","686","112","0"
"2024-04-10","17:17:30","34","23","933","686","118","0"
"2024-04-10","17:17:42","34","23","933","685","381","0"
"2024-04-10","17:17:54","34","22","933","685","377","0"
"2024-04-10","17:18:06","34","21","933","685","371","0"
"2024-04-10","17:19:40","34","22","933","685","278","0"
"2024-04-10","17:19:52","34","22","933","685","275","0"
"2024-04-10","17:20:04","34","22","933","685","287","0"
"2024-04-10","17:20:16","34","22","933","685","280","0"
"2024-04-10","17:20:28","34","22","933","685","275","0"
"2024-04-10","17:20:40","34","22","933","684","273","0"
"2024-04-10","17:20:51","34","22","933","684","272","0"
"2024-04-10","17:21:03","34","22","933","685","284","0"
"2024-04-10","17:21:15","34","22","933","685","274","0"
"2024-04-10","17:21:27","34","22","933","685","271","0"
"2024-04-10","17:21:39","34","22","933","685","273","0"
"2024-04-10","17:21:51","34","21","933","685","284","0"
"2024-04-10","17:22:03","34","22","933","685","281","0"
"2024-04-10","17:22:15","34","22","933","685","287","0"
"2024-04-10","17:22:27","34","22","933","685","269","0"
"2024-04-10","17:22:39","34","21","933","685","266","0"
"2024-04-10","17:22:51","34","22","933","685","273","0"
"2024-04-10","17:23:02","34","22","933","685","266","0"
"2024-04-10","17:23:14","34","22","933","685","273","0"
"2024-04-10","17:23:26","34","22","933","685","265","0"
"2024-04-10","17:23:38","34","22","933","685","262","0"
"2024-04-10","17:23:50","34","22","933","685","261","0"
"2024-04-10","17:24:02","34","22","933","685","260","0"
"2024-04-10","17:24:14","34","22","933","685","258","0"
"2024-04-10","17:24:26","34","22","933","685","262","0"
"2024-04-10","17:24:38","34","22","933","685","262","0"
"2024-04-10","17:24:50","34","22","933","685","262","0"
"2024-04-10","17:25:01","34","22","933","684","263","0"
"2024-04-10","17:25:13","34","22","933","684","266","0"
"2024-04-10","17:25:25","34","22","933","685","261","0"
"2024-04-10","17:25:37","34","22","933","685","260","0"
"2024-04-10","17:25:49","34","23","933","684","264","0"
"2024-04-10","17:26:01","34","23","933","684","263","0"
"2024-04-10","17:26:13","34","22","933","685","263","0"
"2024-04-10","17:26:25","34","22","933","684","264","0"
"2024-04-10","17:26:37","34","23","933","684","274","0"
"2024-04-10","17:26:49","34","23","933","685","271","0"
"2024-04-10","17:27:01","34","23","933","685","227","0"
"2024-04-10","17:27:12","34","22","933","684","241","0"
"2024-04-10","17:27:24","34","22","933","684","244","0"
"2024-04-10","17:27:36","34","22","933","684","244","0"
"2024-04-10","17:27:48","34","23","933","684","244","0"
"2024-04-10","17:28:00","34","23","933","685","242","0"
"2024-04-10","17:28:12","34","23","933","685","240","0"
"2024-04-10","17:28:24","34","23","933","685","242","0"
"2024-04-10","17:28:36","34","23","933","685","239","0"
"2024-04-10","17:28:48","34","23","933","684","239","0"
"2024-04-10","17:29:00","34","22","933","684","241","0"
"2024-04-10","17:29:11","34","23","933","684","245","0"
"2024-04-10","17:29:23","34","23","933","684","242","0"
"2024-04-10","17:29:35","34","22","933","684","254","0"
"2024-04-10","17:29:47","34","22","933","684","249","0"
"2024-04-10","17:29:59","34","22","933","684","246","0"
"2024-04-10","17:30:11","34","22","933","684","238","0"
"2024-04-10","17:30:23","34","22","933","684","235","0"
"2024-04-10","17:30:35","34","22","933","684","236","0"
"2024-04-10","17:30:47","34","22","933","684","239","0"
"2024-04-10","17:30:59","34","22","933","684","235","0"
"2024-04-10","17:31:11","34","22","933","684","236","0"
"2024-04-10","17:31:22","34","22","933","685","229","0"
"2024-04-10","17:31:34","34","23","933","685","243","0"
"2024-04-10","17:31:46","34","23","933","684","253","0"
"2024-04-10","17:31:58","34","23","933","684","251","0"
"2024-04-10","17:32:10","34","23","933","684","253","0"
"2024-04-10","17:32:22","34","23","933","684","255","0"
"2024-04-10","17:32:34","34","23","933","684","142","0"
"2024-04-10","17:32:46","34","24","933","684","140","0"
"2024-04-10","17:32:58","34","23","933","684","120","0"
"2024-04-10","17:34:51","34","24","933","684","132","0"
"2024-04-10","17:35:02","34","24","933","684","124","0"
"2024-04-10","17:35:14","34","24","933","684","122","0"
"2024-04-10","17:35:26","34","24","933","684","124","0"
"2024-04-10","17:35:38","34","24","933","684","111","0"
"2024-04-10","17:35:50","34","24","933","684","116","0"
"2024-04-10","17:36:02","34","23","933","684","118","0"
"2024-04-10","17:36:14","34","23","933","684","116","0"
"2024-04-10","17:36:26","34","27","933","684","100","0"
"2024-04-10","17:36:38","34","25","933","684","103","0"
"2024-04-10","17:36:50","34","25","933","683","102","0"
"2024-04-10","17:37:02","34","25","933","683","95","0"
"2024-04-10","17:37:13","34","25","933","683","114","0"
